1015104	ポラリス・バスター！！+	對一個敵人造成攻擊170%傷害，且隨當前View值增加傷害。
1018101	アピール・チャンス	對一個敵人造成攻擊60%傷害。40%賦予攻擊力下降1次。
1018102	スペシャル・サービス	獲得5000 View。賦予自己免疫攻擊傷害1次。
1018103	プライムタイムズ・エンペラー	獲得30000 View。
1018104	スペシャル・サービス+	獲得5000 View。賦予自己免疫攻擊傷害、速度上升1次。
1019101	強烈♡攻め恋GIRL	對一個敵人造成攻擊80%傷害。
1019102	I・愛・EYESIGHT	賦予自己或一個友軍攻擊力上升2次。
1019103	LOVE ME☆ヒット・ミー！	對敵方全體造成攻擊80%傷害。賦予我方全體幸運2次。
1019104	I・愛・EYESIGHT+	賦予自己或一個友軍攻擊力上升2次。
1020101	フォーカス・リムーバー	對一個敵人造成攻擊70%傷害。50%機率賦予防禦力下降1次。
1020102	デベロップメント・アレスト	對一個敵人造成攻擊70%傷害。賦予超級速度降低1次。
1020103	グレイテスト・オペレーション	賦予自己或一個友軍覺醒2次。
1020104	グレイテスト・オペレーション+	賦予自己或一個友軍覺醒2次。消除2個減益效果。
1021101	痛かったらゴメンナサイ	對一個敵人造成攻擊70%傷害。消除自己身上1個減益效果。
1021102	今手当てしますからね	恢復自己或一個友軍基礎攻擊70%的血量。賦予防禦力上升1次。
1021103	ブリング・ユア・スマイル	恢復自己或一個友軍基礎攻擊220%的血量。
1021104	今手当てしますからね+	恢復自己或一個友軍基礎攻擊80%的血量。賦予防禦力上升1次。
1022101	一本釣り漁法	對一個敵人造成攻擊80%傷害。
1022102	ホーミング投網	對敵方全體造成攻擊120%傷害。
1022103	イサリビ式爆釣漁法	對一個敵人造成攻擊180%傷害，且隨該對手身上增益數量增加傷害。
1022104	イサリビ式爆釣漁法+	對一個敵人造成攻擊180%傷害，且隨該對手身上增益數量增加傷害。
1023101	ドランク・カーペンター	對一個敵人造成攻擊50%傷害。60%機率賦予自己嘲諷2次。
1023102	スキャフォールディング	賦予自己或一個友軍速度上升1次。賦予防禦力上升2次。
1023103	ハイエンド・コンストラクト	對敵方全體造成攻擊120%傷害。40%機率賦予攻擊力下降1次。
1023104	ドランク・カーペンター+	對一個敵人造成攻擊50%傷害。賦予自己嘲諷2次。
1024101	出発進行	對一個敵人造成攻擊70%傷害。消除自己1個減益效果。
1024102	エネルギー充填	恢復自己或一個友軍攻擊力50%的血量。消除1個減益效果。
1024103	アウト・オブ・ホワイトライン	對敵方全體造成攻擊70%傷害。消除2個（敵方）增益效果。
1024104	エネルギー充填+	恢復自己或一個友軍攻擊力50%的血量。消除2個減益效果。
1026101	ピスタ・エピディオシ	對一個敵人造成攻擊60%傷害。40%機率賦予中毒2次。
1026102	ヴァサニスティリオ	對一個敵人造成攻擊70%傷害。賦予速度下降2次。
1026103	マヴロ・アスプロ	賦予一個敵人沉默2次。
1026104	ヴァサニスティリオ+	對一個敵人造成攻擊70%傷害。賦予速度下降2次。70%機率賦予防禦力下降1次。
1028101	メレンゲ・メイキング	對一個敵人造成攻擊60%傷害。60%機率賦予燒傷2次。
1028102	スイーツ・ファクトリー	恢復自己或一個友軍攻擊力100%的血量。消除一個減益效果。
1028103	ホイッピング・トルネード	賦予我方所有成員回春（恢復血量）2次。
1028104	スイーツ・ファクトリー+	恢復自己或一個友軍攻擊力130%的血量。消除一個減益效果。
1029101	ミレニアム・フィスト	對一個敵人造成攻擊60%傷害。獲得1000 View。
1029102	フルレンジ・スマッシャー	對敵方全體造成攻擊90%傷害。
1029103	メモリアル・ヒーローズ	獲得25000 View。
1029104	ミレニアム・フィスト+	對一個敵人造成攻擊60%傷害。獲得3000 View。
1032101	マネー・イズ・タイム	對一個敵人造成攻擊60%傷害。10%機率賦予自己覺醒1次。
1032102	ゴールドラッシュ・アワー	賦予自己或一個友軍速度上升1次。獲得10000 View。
1032103	ビッグハンマー・コルヌコピア	賦予自己或一個友軍覺醒2次。
1032104	ビッグハンマー・コルヌコピア+	賦予自己或一個友軍覺醒2次。
2001101	一球入魂	賦予自己攻擊力上升、防禦力上升1次。
2001102	一球入魂+	賦予自己攻擊力上升、防禦力上升1次。
2001103	一球入魂++	賦予自己攻擊力上升、防禦力上升1次。
2001201	限定アカシS	賦予自己攻擊力上升1次。 額外行動一次。
2001202	限定アカシS+	賦予自己攻擊力上升1次。額外行動一次。
2001203	限定アカシS++	賦予自己攻擊力上升1次。額外行動一次。
2002101	ド迫力演出	獲得10000 View。
2002102	ド迫力演出+	獲得10000 View。
2002103	ド迫力演出++	獲得10000 View。
2003101	編み糸解き	賦予一個敵人防禦力下降2次。
2003102	編み糸解き+	賦予一個敵人防禦力下降2次。25%賦予防禦力下降。
2003103	編み糸解き++	賦予一個敵人防禦力下降2次。50%賦予防禦力下降。
2004101	正義の雷撃	對一個敵人造成攻擊90%傷害，且隨自己與對方的速度差增加傷害。
2004102	正義の雷撃+	對一個敵人造成攻擊90%傷害，且隨自己與對方的速度差增加傷害。
2004103	正義の雷撃++	對一個敵人造成攻擊90%傷害，且隨自己與對方的速度差增加傷害。
2005101	インスタント装甲	賦予自己防禦力增加2次。賦予速度增加1次。
2005102	インスタント装甲+	賦予自己防禦力增加2次。賦予速度增加1次。
2005103	インスタント装甲++	賦予自己防禦力增加2次。賦予速度增加1次。
2008101	火の粉払い	賦予自己免疫攻擊傷害1次。
2008102	火の粉払い+	賦予自己免疫攻擊傷害1次。恢復基礎攻擊50%血量。
2008103	火の粉払い++	賦予自己免疫攻擊傷害1次。恢復基礎攻擊80%血量。
2009101	絶対救助の誓い	賦予自己攻擊力上升x2、防禦力下降2次。
2009102	絶対救助の誓い+	賦予自己攻擊力上升x2、防禦力下降2次。
2009103	絶対救助の誓い++	賦予自己攻擊力上升x2、防禦力下降2次。
2010101	成績向上	combo數+3。
2010102	成績向上+	combo數+3。
2010103	成績向上++	combo數+4。
2012101	「攻」の墨跡	賦予自己或一個友軍攻擊力上升2次。
2012102	「攻」の墨跡+	賦予自己或一個友軍攻擊力上升2次。
2012103	「攻」の墨跡++	賦予自己或一個友軍攻擊力上升2次。消除自己身上的1個減益效果。
2013101	義に拠る助太刀	對一個敵人造成攻擊120%傷害。
2013102	義に拠る助太刀+	對一個敵人造成攻擊130%傷害。
2013103	義に拠る助太刀++	對一個敵人造成攻擊130%傷害。
2014101	タフガイの精神	賦予自己或一個友軍防禦力上升2次。
2014102	タフガイの精神+	賦予自己或一個友軍防禦力上升2次。
2014103	タフガイの精神++	賦予自己或一個友軍防禦力上升2次。
2015101	ツープラトン	對一個敵人造成攻擊70%傷害。50%機率賦予自己幸運2次。
2015102	ツープラトン+	對一個敵人造成攻擊70%傷害。75%機率賦予自己幸運2次。
2015103	ツープラトン++	對一個敵人造成攻擊70%傷害。賦予自己幸運2次。
2018101	スーパースター登場	獲得7000 View。賦予自己幸運2次。
2018102	スーパースター登場+	獲得7000 View。賦予自己幸運2次。
2018103	スーパースター登場++	獲得7000 View。賦予自己幸運2次。
2019101	得意の燃え曲	賦予自己或一個友軍攻擊力上升3次。
2019102	得意の燃え曲+	賦予自己或一個友軍攻擊力上升3次。
2019103	得意の燃え曲++	賦予自己或一個友軍攻擊力上升3次。
2020101	病巣切除	對一個敵人造成攻擊90%傷害。賦予防禦力下降2次。
2020102	病巣切除+	對一個敵人造成攻擊90%傷害。賦予防禦力下降2次。
2020103	病巣切除++	對一個敵人造成攻擊90%傷害。賦予防禦力下降2次。
2021101	応急処置	恢復自己或一個友軍基礎攻擊100%的血量。
2021102	応急処置+	恢復自己或一個友軍基礎攻擊100%的血量。
2021103	応急処置++	恢復自己或一個友軍基礎攻擊100%的血量。
2022101	追い込み漁	對一個敵人造成攻擊120%傷害。賦予自己攻擊力上升1次。
2022102	追い込み漁+	對一個敵人造成攻擊120%傷害。賦予自己攻擊力上升1次。
2022103	追い込み漁++	對一個敵人造成攻擊120%傷害。賦予自己攻擊力上升1次。
2023101	防壁急造	賦予自己嘲諷2次。賦予防禦力上升1次。
2023102	防壁急造+	賦予自己嘲諷2次。賦予防禦力上升1次。
2023103	防壁急造++	賦予自己嘲諷2次。賦予防禦力上升1次。
2024101	運転抑止解除	消除自己1個減益效果。
2024102	運転抑止解除+	消除自己2個減益效果。
2024103	運転抑止解除++	消除自己2個減益效果。恢復基礎攻擊力50%的血量。
2026101	行動推理	賦予一個敵人速度下降2次。
2026102	行動推理+	賦予一個敵人速度下降2次。
2026103	行動推理++	賦予一個敵人速度下降2次。
2028101	ひと摘みの隠し味	賦予自己回春（恢復血量）2次。
2028102	ひと摘みの隠し味+	賦予自己回春（恢復血量）3次。
2028103	ひと摘みの隠し味++	賦予自己或一位友軍回春（恢復血量）3次。
2029101	特ダネ素っ破抜き	賦予一個敵人防禦力下降1次。獲得5000 View。
2029102	特ダネ素っ破抜き+	賦予一個敵人防禦力下降1次。獲得5000 View。
2029103	特ダネ素っ破抜き++	賦予一個敵人防禦力下降1次。獲得5000 View。
2032101	ベテランの誇示	賦予自己速度上升、免疫攻擊傷害1次。
2032102	ベテランの誇示+	賦予自己速度上升、免疫攻擊傷害1次。
2032103	ベテランの誇示++	賦予自己速度上升、免疫攻擊傷害1次。
2034101	昔取った杵柄	賦予自己或一個友軍速度上升、攻擊力上升1次。
2034102	昔取った杵柄+	賦予自己或一個友軍速度上升、攻擊力上升1次。
2034103	昔取った杵柄++	賦予自己或一個友軍速度上升、攻擊力上升1次。
2999101	類稀なる強運	賦予自己或一個友軍幸運上升2次。
2999102	類稀なる強運+	賦予自己或一個友軍幸運上升3次。
2999103	類稀なる強運++	賦予自己或一個友軍幸運上升3次。
3001101	持ち前の負けん気Ⅰ	尚未爆衣時，攻擊力增強10%
3001102	持ち前の負けん気Ⅱ	尚未爆衣時，攻擊力增強12%
3001103	持ち前の負けん気Ⅲ	尚未爆衣時，攻擊力增強14%
3001104	持ち前の負けん気Ⅳ	尚未爆衣時，攻擊力增強16%
3001105	持ち前の負けん気Ⅴ	尚未爆衣時，攻擊力增強18%
3001106	持ち前の負けん気Ⅵ	尚未爆衣時，攻擊力增強20%
3001201	逆転ホーマー	受到傷害時有50%機率賦予自己攻擊力上升1次。
3001202	逆転ホーマー+	受到傷害時有60%機率賦予自己攻擊力上升1次。
3001203	逆転ホーマー++	受到傷害時有70%機率賦予自己攻擊力上升1次。
3001204	逆転ホーマー+++	受到傷害時有80%機率賦予自己攻擊力上升1次。
3001205	逆転ホーマー++++	受到傷害時有90%機率賦予自己攻擊力上升1次。
3001206	逆転ホーマー+++++	受到傷害時賦予自己攻擊力上升1次。
3002101	巧みなカメラワークⅠ	View基礎值+5%。
3002102	巧みなカメラワークⅡ	View基礎值+6%。
3002103	巧みなカメラワークⅢ	View基礎值+7%。
3002104	巧みなカメラワークⅣ	View基礎值+8%。
3002105	巧みなカメラワークⅤ	View基礎值+9%。
3002106	巧みなカメラワークⅥ	View基礎值+10%。
3003101	デザイナーの閃きⅠ	若自己的攻擊造成敵方爆衣，則有5%機率再行動一次。
3003102	デザイナーの閃きⅡ	若自己的攻擊造成敵方爆衣，則有6%機率再行動一次。
3003103	デザイナーの閃きⅢ	若自己的攻擊造成敵方爆衣，則有7%機率再行動一次。
3003104	デザイナーの閃きⅣ	若自己的攻擊造成敵方爆衣，則有8%機率再行動一次。
3003105	デザイナーの閃きⅤ	若自己的攻擊造成敵方爆衣，則有9%機率再行動一次。
3003106	デザイナーの閃きⅥ	若自己的攻擊造成敵方爆衣，則有10%機率再行動一次。
3004101	我が名を呼ぶ声Ⅰ	速度基礎值+5。
3004102	我が名を呼ぶ声Ⅱ	速度基礎值+5，攻擊加1%。
3004103	我が名を呼ぶ声Ⅲ	速度基礎值+5，攻擊加2%。
3004104	我が名を呼ぶ声Ⅳ	速度基礎值+5，攻擊加3%。
3004105	我が名を呼ぶ声Ⅴ	速度基礎值+5，攻擊加4%。
3004106	我が名を呼ぶ声Ⅵ	速度基礎值+5，攻擊加5%。
3005101	カスタムスーツⅠ	被動傷害-5%。
3005102	カスタムスーツⅡ	被動傷害-6%。
3005103	カスタムスーツⅢ	被動傷害-7%。
3005104	カスタムスーツⅣ	被動傷害-8%。
3005105	カスタムスーツⅤ	被動傷害-9%。
3005106	カスタムスーツⅥ	被動傷害-10%。
3008101	恒高温体質Ⅰ	被動傷害-5%。
3008102	恒高温体質Ⅱ	被動傷害-6%。
3008103	恒高温体質Ⅲ	被動傷害-7%。
3008104	恒高温体質Ⅳ	被動傷害-8%。
3008105	恒高温体質Ⅴ	被動傷害-9%。
3008106	恒高温体質Ⅵ	被動傷害-10%。
3009101	不屈のレンジャーⅠ	受到傷害時有10%機率獲得攻擊力上升1次。
3009102	不屈のレンジャーⅡ	受到傷害時有14%機率獲得攻擊力上升1次。
3009103	不屈のレンジャーⅢ	受到傷害時有18%機率獲得攻擊力上升1次。
3009104	不屈のレンジャーⅣ	受到傷害時有22%機率獲得攻擊力上升1次。
3009105	不屈のレンジャーⅤ	受到傷害時有26%機率獲得攻擊力上升1次。
3009106	不屈のレンジャーⅥ	受到傷害時有30%機率獲得攻擊力上升1次。
3010101	集中講義Ⅰ	行動結束時有10%機率combo數+1。
3010102	集中講義Ⅱ	行動結束時有12%機率combo數+1。
3010103	集中講義Ⅲ	行動結束時有14%機率combo數+1。
3010104	集中講義Ⅳ	行動結束時有16%機率combo數+1。
3010105	集中講義Ⅴ	行動結束時有18%機率combo數+1。
3010106	集中講義Ⅵ	行動結束時有20%機率combo數+1。
3012101	明鏡止水の心Ⅰ	技能發動率增加5%。
3012102	明鏡止水の心Ⅱ	技能發動率增加6%。
3012103	明鏡止水の心Ⅲ	技能發動率增加7%。
3012104	明鏡止水の心Ⅳ	技能發動率增加8%。
3012105	明鏡止水の心Ⅴ	技能發動率增加9%。
3012106	明鏡止水の心Ⅵ	技能發動率增加10%。
3013101	武人の心得Ⅰ	攻擊力+5%。
3013102	武人の心得Ⅱ	攻擊力+6%。
3013103	武人の心得Ⅲ	攻擊力+7%。
3013104	武人の心得Ⅳ	攻擊力+8%。
3013105	武人の心得Ⅴ	攻擊力+9%。
3013106	武人の心得Ⅵ	攻擊力+10%。
3014101	屈強なる冒険者Ⅰ	爆衣狀態中，被動傷害-10%。
3014102	屈強なる冒険者Ⅱ	爆衣狀態中，被動傷害-12%。
3014103	屈強なる冒険者Ⅲ	爆衣狀態中，被動傷害-14%。
3014104	屈強なる冒険者Ⅳ	爆衣狀態中，被動傷害-16%。
3014105	屈強なる冒険者Ⅴ	爆衣狀態中，被動傷害-18%。
3014106	屈強なる冒険者Ⅵ	爆衣狀態中，被動傷害-20%。
3015101	逆境で魅せる戦士Ⅰ	受到傷害時有50%機率獲得1000 View。
3015102	逆境で魅せる戦士Ⅱ	受到傷害時有60%機率獲得1000 View。
3015103	逆境で魅せる戦士Ⅲ	受到傷害時有70%機率獲得1000 View。
3015104	逆境で魅せる戦士Ⅳ	受到傷害時有80%機率獲得1000 View。
3015105	逆境で魅せる戦士Ⅴ	受到傷害時有90%機率獲得1000 View。
3015106	逆境で魅せる戦士Ⅵ	受到傷害時獲得1000 View。
3018101	キラーコンテンツⅠ	View基礎值+5%。
3018102	キラーコンテンツⅡ	View基礎值+6%。
3018103	キラーコンテンツⅢ	View基礎值+7%。
3018104	キラーコンテンツⅣ	View基礎值+8%。
3018105	キラーコンテンツⅤ	View基礎值+9%。
3018106	キラーコンテンツⅥ	View基礎值+10%。
3019101	コール＆レスポンスⅠ	行動開始時有15%機率賦予自己攻擊力上升1次。
3019102	コール＆レスポンスⅡ	行動開始時有18%機率賦予自己攻擊力上升1次。
3019103	コール＆レスポンスⅢ	行動開始時有21%機率賦予自己攻擊力上升1次。
3019104	コール＆レスポンスⅣ	行動開始時有24%機率賦予自己攻擊力上升1次。
3019105	コール＆レスポンスⅤ	行動開始時有27%機率賦予自己攻擊力上升1次。
3019106	コール＆レスポンスⅥ	行動開始時有30%機率賦予自己攻擊力上升1次。
3020101	脅威の集中力Ⅰ	無視敵人嘲諷。
3020102	脅威の集中力Ⅱ	無視敵人嘲諷，攻擊力+1%。
3020103	脅威の集中力Ⅲ	無視敵人嘲諷，攻擊力+2%。
3020104	脅威の集中力Ⅳ	無視敵人嘲諷，攻擊力+3%。
3020105	脅威の集中力Ⅴ	無視敵人嘲諷，攻擊力+4%。
3020106	脅威の集中力Ⅵ	無視敵人嘲諷，攻擊力+5%。
3021101	戦場を駆ける天使Ⅰ	行動結束時恢復基礎攻擊10%的血量。
3021102	戦場を駆ける天使Ⅱ	行動結束時恢復基礎攻擊12%的血量。
3021103	戦場を駆ける天使Ⅲ	行動結束時恢復基礎攻擊14%的血量。
3021104	戦場を駆ける天使Ⅳ	行動結束時恢復基礎攻擊16%的血量。
3021105	戦場を駆ける天使Ⅴ	行動結束時恢復基礎攻擊18%的血量。
3021106	戦場を駆ける天使Ⅵ	行動結束時恢復基礎攻擊20%的血量。
3022101	喧嘩好き漁師Ⅰ	攻擊力+5%。
3022102	喧嘩好き漁師Ⅱ	攻擊力+6%。
3022103	喧嘩好き漁師Ⅲ	攻擊力+7%。
3022104	喧嘩好き漁師Ⅳ	攻擊力+8%。
3022105	喧嘩好き漁師Ⅴ	攻擊力+9%。
3022106	喧嘩好き漁師Ⅵ	攻擊力+10%。
3023101	大工の手遊びⅠ	角色登場時有50%機率賦予自己防禦力上升1次。
3023102	大工の手遊びⅡ	角色登場時有60%機率賦予自己防禦力上升1次。
3023103	大工の手遊びⅢ	角色登場時有70%機率賦予自己防禦力上升1次。
3023104	大工の手遊びⅣ	角色登場時有80%機率賦予自己防禦力上升1次。
3023105	大工の手遊びⅤ	角色登場時有90%機率賦予自己防禦力上升1次。
3023106	大工の手遊びⅥ	角色登場時賦予自己防禦力上升1次。
3024101	運転計画修正Ⅰ	行動開始時有25%機率消除自己1個減益效果。
3024102	運転計画修正Ⅱ	行動開始時有30%機率消除自己1個減益效果。
3024103	運転計画修正Ⅲ	行動開始時有35%機率消除自己1個減益效果。
3024104	運転計画修正Ⅳ	行動開始時有40%機率消除自己1個減益效果。
3024105	運転計画修正Ⅴ	行動開始時有45%機率消除自己1個減益效果。
3024106	運転計画修正Ⅵ	行動開始時有50%機率消除自己1個減益效果。
3026101	敵情把握Ⅰ	行動開始時有10%機率賦予一個敵人防禦力下降1次。
3026102	敵情把握Ⅱ	行動開始時有12%機率賦予一個敵人防禦力下降1次。
3026103	敵情把握Ⅲ	行動開始時有14%機率賦予一個敵人防禦力下降1次。
3026104	敵情把握Ⅳ	行動開始時有16%機率賦予一個敵人防禦力下降1次。
3026105	敵情把握Ⅴ	行動開始時有18%機率賦予一個敵人防禦力下降1次。
3026106	敵情把握Ⅵ	行動開始時有20%機率賦予一個敵人防禦力下降1次。
3028101	師匠譲りのド根性Ⅰ	行動開始時有15%賦予自己回春（恢復血量）2次。
3028102	師匠譲りのド根性Ⅱ	行動開始時有20%賦予自己回春（恢復血量）2次。
3028103	師匠譲りのド根性Ⅲ	行動開始時有25%賦予自己回春（恢復血量）2次。
3028104	師匠譲りのド根性Ⅳ	行動開始時有30%賦予自己回春（恢復血量）2次。
3028105	師匠譲りのド根性Ⅴ	行動開始時有35%賦予自己回春（恢復血量）2次。
3028106	師匠譲りのド根性Ⅵ	行動開始時有40%賦予自己回春（恢復血量）2次。
3029101	今回のハイライトⅠ	爆衣狀態下，View基礎值+10%。
3029102	今回のハイライトⅡ	爆衣狀態下，View基礎值+12%。
3029103	今回のハイライトⅢ	爆衣狀態下，View基礎值+14%。
3029104	今回のハイライトⅣ	爆衣狀態下，View基礎值+16%。
3029105	今回のハイライトⅤ	爆衣狀態下，View基礎值+18%。
3029106	今回のハイライトⅥ	爆衣狀態下，View基礎值+20%。
3032101	金の亡者Ⅰ	戰鬥金幣獲得增加1%
3032102	金の亡者Ⅱ	戰鬥金幣獲得增加2%
3032103	金の亡者Ⅲ	戰鬥金幣獲得增加3%
3032104	金の亡者Ⅳ	戰鬥金幣獲得增加4%
3032105	金の亡者Ⅴ	戰鬥金幣獲得增加5%
3032106	金の亡者Ⅵ	戰鬥金幣獲得增加6%
3034101	先導者の責務Ⅰ	戰鬥經驗獲得增加1%
3034102	先導者の責務Ⅱ	戰鬥經驗獲得增加2%
3034103	先導者の責務Ⅲ	戰鬥經驗獲得增加3%
3034104	先導者の責務Ⅳ	戰鬥經驗獲得增加4%
3034105	先導者の責務Ⅴ	戰鬥經驗獲得增加5%
3034106	先導者の責務Ⅵ	戰鬥經驗獲得增加6%
3999101	無意識下のアシストⅠ	技能View消耗-500。
3999102	無意識下のアシストⅡ	技能View消耗-600。
3999103	無意識下のアシストⅢ	技能View消耗-700。
3999104	無意識下のアシストⅣ	技能View消耗-800。
3999105	無意識下のアシストⅤ	技能View消耗-900。
3999106	無意識下のアシストⅥ	技能View消耗-1000。
4008101	リキエスタ・スポルト	（敵人專屬）賦予自己嘲諷2次。
4008102	徹底防御	（敵人專屬）賦予自己防禦力上升3次。
4009101	デスペラード・マインド	（敵人專屬）賦予自己攻擊力上升、速度上升1次。
4009102	ハイパー・レスキュー	（敵人專屬）對一名玩家角色造成攻擊力80%傷害，且玩家角色血量越低傷害越高。
4013101	獅子武者剣舞	（敵人專屬）對一名玩家角色造成200%攻擊傷害。
4021101	痛かったらゴメンナサイ	（敵人專屬）對一名玩家角色造成80%攻擊傷害。
4021102	皆さん、手当しますからね	（敵人專屬）回復CPU方全體基礎攻擊80%的血量。
4021103	ブリング・ユア・スマイル	（敵人專屬）對所有玩家角色造成攻擊80%傷害；回復CPU方全體基礎攻擊80%的血量。
4026101	探偵の鼓舞	（敵人專屬）賦予CPU方全體攻擊力上升2次。
4026102	探偵の推理	（敵人專屬）賦予所有玩家角色防禦力下降1次。
4026103	事件解決	（敵人專屬）賦予所有玩家角色攻擊力下降1次。
4032101	マネー・イズ・タイム	（敵人專屬）對一名玩家角色造成攻擊80%傷害。
4032102	ゴールドラッシュ・アワー	（敵人專屬）對所有玩家角色造成攻擊90%傷害。
4032103	ビッグハンマー・コルヌコピア	（敵人專屬）對所有玩家角色造成攻擊150%傷害。
4036101	カイブツ・バイト	（敵人專屬）對一名玩家角色造成攻擊70%傷害。40%機率賦予玩家角色速度力下降1次。
4036102	牙	（敵人專屬）對一名玩家角色造成攻擊70%傷害。
4037103	巨大エネミーデバッグ用スキル	（敵人專屬）對所有玩家角色造成攻擊90%傷害。賦予自己攻擊力上升、防禦力上升2次。賦予自己回春（恢復血量）3次。
4041101	スラッシュ！	（敵人專屬）對一名玩家角色造成攻擊60%傷害。40%機率賦予玩家角色中毒1次。
4041102	ビルドアップ！	（敵人專屬）賦予自己攻擊力上升、防禦力上升2次。
4046101	爪	（敵人專屬）對一名玩家角色造成攻擊70%傷害。賦予玩家角色速度力下降1次。
4046102	オールレンジビーム	（敵人專屬）對所有玩家角色造成攻擊90%傷害。
4046103	View喰らい	（敵人專屬）恢復自己基礎攻擊70%的血量。賦予自己防禦力上升2次。消除兩個減益效果。
